datetime,open,high,low,close,volume
2007-01-24 09:00:00,17515,17570,17515,17535,84012
2007-01-25 09:00:00,17630,17640,17435,17485,115585
2007-01-26 09:00:00,17400,17430,17310,17385,120963
2007-01-29 09:00:00,17385,17505,17325,17495,106531
2007-01-30 09:00:00,17525,17565,17460,17515,96474
2007-01-31 09:00:00,17490,17515,17265,17395,128196
2007-02-01 09:00:00,17375,17565,17360,17565,118389
2007-02-02 09:00:00,17580,17655,17540,17590,106116
2007-02-05 09:00:00,17535,17545,17300,17345,144373
2007-02-06 09:00:00,17410,17445,17350,17415,97234
2007-02-07 09:00:00,17355,17380,17190,17310,132311
2007-02-08 09:00:00,17380,17405,17220,17290,123676
2007-02-09 09:00:00,17335,17550,17295,17525,124527
2007-02-13 09:00:00,17460,17640,17450,17605,130470
2007-02-14 09:00:00,17650,17795,17650,17780,111117
2007-02-15 09:00:00,17940,17945,17820,17890,118016
2007-02-16 09:00:00,17815,17895,17790,17865,103418
2007-02-19 09:00:00,17835,17985,17810,17920,88726
2007-02-20 09:00:00,17910,17955,17825,17955,104454
2007-02-21 09:00:00,17895,17975,17850,17930,134860
2007-02-22 09:00:00,18040,18140,18035,18105,117985
2007-02-23 09:00:00,18115,18240,18055,18215,134204
2007-02-26 09:00:00,18265,18315,18150,18215,125089
2007-02-27 09:00:00,18240,18275,18070,18110,140867
2007-02-28 09:00:00,17410,17585,17340,17545,201514
2007-03-01 09:00:00,17485,17560,17260,17395,180961
2007-03-02 09:00:00,17345,17370,17160,17165,187410
2007-03-05 09:00:00,16840,16945,16520,16625,188519
2007-03-06 09:00:00,16660,16880,16635,16825,154885
2007-03-07 09:00:00,17005,17010,16725,16775,164899
2007-03-08 09:00:00,16695,17090,16670,17085,101807
2007-03-09 09:00:00,17085,17195,17035,17120,159386
2007-03-12 09:00:00,17260,17275,17140,17275,123820
2007-03-13 09:00:00,17205,17245,17090,17125,132621
2007-03-14 09:00:00,16700,16775,16550,16550,187494
2007-03-15 09:00:00,16740,16885,16695,16810,137350
2007-03-16 09:00:00,16720,16875,16580,16695,166419
2007-03-19 09:00:00,16650,16995,16630,16995,155613
2007-03-20 09:00:00,17120,17215,17075,17155,130376
2007-03-22 09:00:00,17400,17430,17330,17380,86815
2007-03-23 09:00:00,17460,17490,17340,17435,120447
2007-03-26 09:00:00,17465,17485,17360,17470,98659
2007-03-27 09:00:00,17390,17545,17335,17430,145524
2007-03-28 09:00:00,17395,17470,17160,17245,182594
2007-03-29 09:00:00,17155,17380,17060,17275,172195
2007-03-30 09:00:00,17315,17415,17285,17325,121023
2007-04-02 09:00:00,17380,17460,17015,17025,178912
2007-04-03 09:00:00,17180,17310,17120,17270,134291
2007-04-04 09:00:00,17425,17610,17420,17580,146728
2007-04-05 09:00:00,17520,17555,17450,17530,123744
2007-04-06 09:00:00,17535,17585,17450,17525,90739
2007-04-09 09:00:00,17640,17775,17635,17765,120109
2007-04-10 09:00:00,17660,17740,17635,17690,105605
2007-04-11 09:00:00,17695,17745,17645,17705,94945
2007-04-12 09:00:00,17620,17630,17465,17520,149557
2007-04-13 09:00:00,17675,17685,17340,17395,171091
2007-04-16 09:00:00,17565,17725,17535,17640,140677
2007-04-17 09:00:00,17795,17810,17470,17615,179751
2007-04-18 09:00:00,17605,17730,17545,17660,163167
2007-04-19 09:00:00,17520,17540,17235,17385,222511
2007-04-20 09:00:00,17500,17525,17420,17435,133005
2007-04-23 09:00:00,17610,17680,17425,17500,163530
2007-04-24 09:00:00,17385,17525,17320,17440,167074
2007-04-25 09:00:00,17380,17390,17245,17265,152313
2007-04-26 09:00:00,17385,17520,17335,17465,142352
2007-04-27 09:00:00,17365,17565,17305,17400,205033
2007-05-01 09:00:00,17420,17430,17210,17270,158751
2007-05-02 09:00:00,17330,17460,17235,17445,144812
2007-05-07 09:00:00,17620,17730,17615,17700,119711
2007-05-08 09:00:00,17635,17725,17600,17665,128938
2007-05-09 09:00:00,17630,17765,17620,17760,129551
2007-05-10 09:00:00,17810,17845,17725,17775,131148
2007-05-11 09:00:00,17595,17615,17460,17545,155315
2007-05-14 09:00:00,17725,17790,17680,17700,122815
2007-05-15 09:00:00,17575,17620,17500,17540,142750
2007-05-16 09:00:00,17505,17565,17440,17555,124132
2007-05-17 09:00:00,17605,17670,17485,17530,150490
2007-05-18 09:00:00,17580,17580,17330,17400,183150
2007-05-21 09:00:00,17470,17610,17410,17570,177907
2007-05-22 09:00:00,17565,17740,17555,17705,184311
2007-05-23 09:00:00,17745,17815,17700,17725,157973
2007-05-24 09:00:00,17695,17770,17615,17665,170886
2007-05-25 09:00:00,17525,17530,17375,17455,165440
2007-05-28 09:00:00,17555,17635,17545,17605,140570
2007-05-29 09:00:00,17540,17700,17525,17685,141141
2007-05-30 09:00:00,17650,17730,17485,17600,209592
2007-05-31 09:00:00,17740,17890,17705,17875,197897
2007-06-01 09:00:00,17960,18025,17935,17965,136707
2007-06-04 09:00:00,18080,18080,17980,18015,104900
2007-06-05 09:00:00,18010,18080,17955,18065,135533
2007-06-06 09:00:00,18000,18070,17990,18045,103679
2007-06-07 09:00:00,17860,18075,17850,18075,102821
2007-06-08 09:00:00,17900,17900,17725,17795,186203
2007-06-11 09:00:00,17940,17950,17825,17830,143983
2007-06-12 09:00:00,17850,17890,17760,17805,141375
2007-06-13 09:00:00,17650,17800,17610,17735,180198
2007-06-14 09:00:00,17860,17900,17835,17895,119172
2007-06-15 09:00:00,17970,18030,17960,18025,117289
2007-06-18 09:00:00,18160,18220,18135,18200,153573
2007-06-19 09:00:00,18170,18180,18125,18180,103981
2007-06-20 09:00:00,18200,18325,18165,18235,174207
2007-06-21 09:00:00,18120,18310,18115,18260,178584
2007-06-22 09:00:00,18190,18225,18110,18215,196479
2007-06-25 09:00:00,18130,18220,18080,18080,199540
2007-06-26 09:00:00,18130,18135,18040,18095,182918
2007-06-27 09:00:00,18005,18010,17855,17855,207448
2007-06-28 09:00:00,17920,17985,17915,17975,148419
2007-06-29 09:00:00,18025,18170,18000,18150,197475
2007-07-02 09:00:00,18145,18190,18080,18185,143437
2007-07-03 09:00:00,18220,18255,18170,18215,133276
2007-07-04 09:00:00,18190,18230,18165,18195,120421
2007-07-05 09:00:00,18215,18315,18215,18250,162873
2007-07-06 09:00:00,18215,18220,18105,18140,168757
2007-07-09 09:00:00,18240,18300,18235,18275,155593
2007-07-10 09:00:00,18260,18280,18225,18265,114221
2007-07-11 09:00:00,18115,18130,18055,18065,182919
2007-07-12 09:00:00,18125,18150,17935,17990,205244
2007-07-13 09:00:00,18195,18300,18180,18275,213900
2007-07-17 09:00:00,18260,18275,18190,18215,155465
2007-07-18 09:00:00,18155,18160,17970,18035,237919
2007-07-19 09:00:00,18120,18150,18050,18130,181161
2007-07-20 09:00:00,18175,18240,18150,18185,172800
2007-07-23 09:00:00,17975,18015,17905,17970,191891
2007-07-24 09:00:00,18025,18040,17920,18010,200148
2007-07-25 09:00:00,17770,17895,17750,17860,231945
2007-07-26 09:00:00,17835,17880,17665,17695,215097
2007-07-27 09:00:00,17240,17380,17200,17280,302269
2007-07-30 09:00:00,17050,17310,17040,17310,268352
2007-07-31 09:00:00,17290,17310,17200,17280,214945
2007-08-01 09:00:00,17105,17145,16805,16805,313935
2007-08-02 09:00:00,16965,17000,16655,16980,370795
2007-08-03 09:00:00,17030,17115,16910,17010,317856
2007-08-06 09:00:00,16690,16960,16660,16875,283048
2007-08-07 09:00:00,17055,17060,16865,16935,276168
2007-08-08 09:00:00,16960,17095,16925,17095,266767
2007-08-09 09:00:00,17245,17275,17150,17210,218090
2007-08-10 09:00:00,16820,16850,16650,16745,319917
2007-08-13 09:00:00,16830,16960,16735,16770,287291
2007-08-14 09:00:00,16825,16865,16750,16845,208174
2007-08-15 09:00:00,16630,16645,16395,16415,254867
2007-08-16 09:00:00,16210,16240,15865,16030,438460
2007-08-17 09:00:00,15995,16025,15225,15255,442657
2007-08-20 09:00:00,15785,15960,15705,15750,300668
2007-08-21 09:00:00,15760,16105,15745,15895,311341
2007-08-22 09:00:00,15860,15960,15785,15915,228231
2007-08-23 09:00:00,16235,16380,16225,16380,237867
2007-08-24 09:00:00,16300,16330,16185,16265,195484
2007-08-27 09:00:00,16505,16515,16265,16310,163828
2007-08-28 09:00:00,16215,16355,16195,16280,166693
2007-08-29 09:00:00,15845,16065,15825,16065,210544
2007-08-30 09:00:00,16290,16295,16085,16185,194321
2007-08-31 09:00:00,16295,16600,16270,16595,198371
2007-09-03 09:00:00,16495,16590,16450,16540,167704
2007-09-04 09:00:00,16460,16520,16390,16400,164153
2007-09-05 09:00:00,16520,16565,16140,16180,265601
2007-09-06 09:00:00,16005,16270,15835,16240,314414
2007-09-07 09:00:00,16135,16240,16020,16095,224694
2007-09-10 09:00:00,15700,15855,15635,15740,243554
2007-09-11 09:00:00,15790,15950,15610,15840,235894
2007-09-12 09:00:00,15940,16050,15725,15810,237925
2007-09-13 09:00:00,15910,15945,15790,15790,147314
2007-09-14 09:00:00,15875,16115,15845,16105,210794
2007-09-18 09:00:00,15945,15955,15745,15835,204845
2007-09-19 09:00:00,16270,16375,16230,16360,218163
2007-09-20 09:00:00,16480,16480,16305,16335,207161
2007-09-21 09:00:00,16250,16390,16210,16390,186449
2007-09-25 09:00:00,16375,16480,16275,16355,202057
2007-09-26 09:00:00,16400,16565,16400,16545,178091
2007-09-27 09:00:00,16640,16920,16640,16835,225712
2007-09-28 09:00:00,16960,16980,16755,16775,238989
2007-10-01 09:00:00,16855,16955,16720,16885,237367
2007-10-02 09:00:00,17095,17115,17020,17115,194086
2007-10-03 09:00:00,17120,17250,17045,17110,207306
2007-10-04 09:00:00,17110,17200,17055,17100,204625
2007-10-05 09:00:00,17090,17180,17060,17165,189398
2007-10-09 09:00:00,17210,17280,17170,17205,183092
2007-10-10 09:00:00,17220,17285,17185,17200,169690
2007-10-11 09:00:00,17225,17600,17190,17600,284923
2007-10-12 09:00:00,17485,17490,17310,17365,248699
2007-10-15 09:00:00,17445,17470,17330,17440,178693
2007-10-16 09:00:00,17290,17320,16990,16990,263426
2007-10-17 09:00:00,17140,17145,16820,17030,375940
2007-10-18 09:00:00,17015,17180,17000,17040,287924
2007-10-19 09:00:00,16930,16950,16730,16840,286800
2007-10-22 09:00:00,16275,16485,16255,16370,263651
2007-10-23 09:00:00,16490,16575,16435,16515,187959
2007-10-24 09:00:00,16535,16595,16330,16345,254084
2007-10-25 09:00:00,16435,16470,16205,16355,278433
2007-10-26 09:00:00,16425,16530,16365,16480,239531
2007-10-29 09:00:00,16660,16800,16655,16745,194228
2007-10-30 09:00:00,16650,16685,16505,16670,259168
2007-10-31 09:00:00,16640,16755,16570,16715,237549
2007-11-01 09:00:00,16830,16910,16805,16850,203192
2007-11-02 09:00:00,16520,16640,16450,16455,255136
2007-11-05 09:00:00,16440,16450,16150,16165,247135
2007-11-06 09:00:00,16160,16360,16155,16325,269031
2007-11-07 09:00:00,16350,16360,16045,16050,252718
2007-11-08 09:00:00,15785,15860,15635,15770,321257
2007-11-09 09:00:00,15785,15850,15445,15485,360680
2007-11-12 09:00:00,15230,15285,14975,15245,348330
2007-11-13 09:00:00,15185,15245,14985,15000,362337
2007-11-14 09:00:00,15410,15610,15360,15610,266240
2007-11-15 09:00:00,15545,15600,15275,15295,256202
2007-11-16 09:00:00,15170,15215,15035,15215,290711
2007-11-19 09:00:00,15215,15315,15045,15055,295696
2007-11-20 09:00:00,14805,15270,14745,15165,392057
2007-11-21 09:00:00,15090,15170,14645,14680,394297
2007-11-22 09:00:00,14670,15015,14660,14765,364976
2007-11-26 09:00:00,14975,15310,14950,15205,305401
2007-11-27 09:00:00,14830,15350,14805,15200,353953
2007-11-28 09:00:00,15250,15290,15090,15160,280175
2007-11-29 09:00:00,15515,15605,15465,15595,239152
2007-11-30 09:00:00,15520,15810,15520,15810,271655
2007-12-03 09:00:00,15765,15810,15580,15660,277186
2007-12-04 09:00:00,15660,15690,15380,15395,286073
2007-12-05 09:00:00,15425,15720,15355,15680,300157
2007-12-06 09:00:00,15860,15925,15750,15905,288733
2007-12-07 09:00:00,16005,16120,15865,15945,292617
2007-12-10 09:00:00,16010,16035,15820,15920,270437
2007-12-11 09:00:00,16040,16145,15970,16135,221528
2007-12-12 09:00:00,15705,15975,15695,15900,247653
2007-12-13 09:00:00,15820,15835,15445,15570,237334
2007-12-14 09:00:00,15620,15730,15460,15515,328363
2007-12-17 09:00:00,15450,15550,15185,15210,241194
2007-12-18 09:00:00,15090,15335,15030,15225,322245
2007-12-19 09:00:00,15210,15300,15045,15055,255810
2007-12-20 09:00:00,15190,15200,15020,15085,219931
2007-12-21 09:00:00,15085,15450,15030,15450,281528
2007-12-25 09:00:00,15625,15675,15535,15655,150182
2007-12-26 09:00:00,15650,15730,15600,15705,119706
2007-12-27 09:00:00,15645,15665,15555,15590,163347
2007-12-28 09:00:00,15440,15445,15235,15235,113786
2008-01-04 09:00:00,14870,14890,14565,14660,157784
2008-01-07 09:00:00,14500,14700,14425,14525,288532
2008-01-08 09:00:00,14455,14570,14375,14540,280007
2008-01-09 09:00:00,14300,14630,14265,14485,335616
2008-01-10 09:00:00,14550,14610,14350,14375,276067
2008-01-11 09:00:00,14480,14480,14105,14275,373855
2008-01-15 09:00:00,14175,14250,13925,13925,347427
2008-01-16 09:00:00,13645,13860,13375,13445,418650
2008-01-17 09:00:00,13680,13830,13475,13735,419449
2008-01-18 09:00:00,13395,13920,13360,13675,436408
2008-01-21 09:00:00,13630,13660,12975,13075,418265
2008-01-22 09:00:00,12690,12970,12125,12550,582492
2008-01-23 09:00:00,13035,13125,12615,12860,448122
2008-01-24 09:00:00,13040,13155,12890,12980,381900
2008-01-25 09:00:00,13290,13795,13290,13695,328899
2008-01-28 09:00:00,13435,13485,13040,13180,327686
2008-01-29 09:00:00,13420,13530,13230,13490,375359
2008-01-30 09:00:00,13470,13530,13270,13425,358845
2008-01-31 09:00:00,13150,13640,13135,13450,411606
2008-02-01 09:00:00,13505,13670,13435,13580,330987
2008-02-04 09:00:00,13740,13905,13740,13830,270423
2008-02-05 09:00:00,13795,13825,13655,13745,264421
2008-02-06 09:00:00,13330,13370,13055,13125,326418
2008-02-07 09:00:00,13050,13270,12980,13175,318596
2008-02-08 09:00:00,13120,13290,12985,13160,308593
2008-02-12 09:00:00,12990,13140,12930,12960,258703
2008-02-13 09:00:00,13225,13260,13025,13165,290880
2008-02-14 09:00:00,13445,13680,13420,13610,262753
2008-02-15 09:00:00,13450,13680,13350,13670,309130
2008-02-18 09:00:00,13620,13845,13560,13615,310898
2008-02-19 09:00:00,13800,13855,13655,13655,279263
2008-02-20 09:00:00,13730,13735,13280,13440,339311
2008-02-21 09:00:00,13520,13795,13485,13675,352932
2008-02-22 09:00:00,13495,13540,13370,13480,297111
2008-02-25 09:00:00,13620,13980,13620,13890,334150
2008-02-26 09:00:00,14085,14100,13800,13970,283104
2008-02-27 09:00:00,14050,14130,13910,13915,283653
2008-02-28 09:00:00,13860,13970,13790,13885,241564
2008-02-29 09:00:00,13640,13680,13525,13535,249076
2008-03-03 09:00:00,13155,13180,12880,12920,299321
2008-03-04 09:00:00,13120,13125,12875,12985,359432
2008-03-05 09:00:00,13000,13050,12910,13035,304273
2008-03-06 09:00:00,13070,13370,13045,13105,311033
2008-03-07 09:00:00,12795,12870,12650,12660,273541
2008-03-10 09:00:00,12680,12780,12525,12655,328146
2008-03-11 09:00:00,12355,12705,12340,12705,384400
2008-03-12 09:00:00,13135,13140,12795,12955,295892
2008-03-13 09:00:00,12690,12775,12260,12285,277010
2008-03-14 09:00:00,12460,12525,12085,12400,403037
2008-03-17 09:00:00,12000,12010,11610,11750,491594
2008-03-18 09:00:00,11785,11985,11730,11950,367556
2008-03-19 09:00:00,12380,12405,12060,12105,408752
2008-03-21 09:00:00,12280,12420,12225,12415,244081
2008-03-24 09:00:00,12380,12520,12355,12425,261703
2008-03-25 09:00:00,12595,12755,12490,12720,338010
2008-03-26 09:00:00,12650,12775,12605,12675,313849
2008-03-27 09:00:00,12600,12725,12490,12720,319706
2008-03-28 09:00:00,12615,12915,12530,12875,340428
2008-03-31 09:00:00,12730,12735,12440,12495,327963
2008-04-01 09:00:00,12580,12850,12545,12835,386498
2008-04-02 09:00:00,13115,13220,13070,13195,278872
2008-04-03 09:00:00,13190,13430,13140,13370,315348
2008-04-04 09:00:00,13260,13395,13225,13330,276979
2008-04-07 09:00:00,13245,13560,13235,13560,284164
2008-04-08 09:00:00,13380,13420,13230,13235,243242
2008-04-09 09:00:00,13350,13380,13015,13130,324064
2008-04-10 09:00:00,13025,13090,12845,12875,355103
2008-04-11 09:00:00,13080,13360,13070,13345,364199
2008-04-14 09:00:00,12950,12995,12860,12980,269396
2008-04-15 09:00:00,12985,13080,12890,12940,325276
2008-04-16 09:00:00,13155,13245,13120,13135,257654
2008-04-17 09:00:00,13465,13520,13370,13400,283888
2008-04-18 09:00:00,13460,13545,13340,13545,287488
2008-04-21 09:00:00,13780,13785,13640,13655,288402
2008-04-22 09:00:00,13575,13615,13535,13610,239121
2008-04-23 09:00:00,13455,13740,13455,13640,307907
2008-04-24 09:00:00,13615,13675,13505,13520,326793
2008-04-25 09:00:00,13660,13910,13645,13895,368815
2008-04-28 09:00:00,13925,14020,13755,13950,325751
2008-04-30 09:00:00,13810,13990,13785,13790,331806
2008-05-01 09:00:00,13835,13895,13730,13800,309088
2008-05-02 09:00:00,14065,14095,13985,14090,265524
2008-05-07 09:00:00,14180,14210,14025,14155,297515
2008-05-08 09:00:00,13995,14030,13875,13925,260241
2008-05-09 09:00:00,13920,13960,13535,13565,320803
2008-05-12 09:00:00,13555,13810,13540,13785,328211
2008-05-13 09:00:00,13795,14040,13730,13960,391285
2008-05-14 09:00:00,14000,14195,13880,14155,384024
2008-05-15 09:00:00,14185,14370,14180,14300,376190
2008-05-16 09:00:00,14370,14420,14200,14330,360831
2008-05-19 09:00:00,14340,14360,14210,14240,313456
2008-05-20 09:00:00,14220,14295,14120,14150,324296
2008-05-21 09:00:00,13995,14050,13840,13985,372178
2008-05-22 09:00:00,13740,14005,13655,13965,416756
2008-05-23 09:00:00,13950,14165,13915,13955,393044
2008-05-26 09:00:00,13835,13880,13670,13720,343220
2008-05-27 09:00:00,13785,13940,13775,13895,364221
2008-05-28 09:00:00,13960,13995,13665,13805,406614
2008-05-29 09:00:00,13890,14175,13875,14175,430386
2008-05-30 09:00:00,14205,14375,14195,14375,332267
2008-06-02 09:00:00,14360,14475,14190,14295,418856
2008-06-03 09:00:00,14210,14300,14120,14205,426178
2008-06-04 09:00:00,14310,14430,14235,14245,340439
2008-06-05 09:00:00,14380,14440,14255,14440,323712
2008-06-06 09:00:00,14605,14610,14480,14485,211847
2008-06-09 09:00:00,14100,14270,14070,14220,286932
2008-06-10 09:00:00,14280,14320,13905,13970,359396
2008-06-11 09:00:00,14150,14200,13995,14170,300438
2008-06-12 09:00:00,13910,14005,13820,13990,220407
2008-06-13 09:00:00,14020,14070,13825,13915,404026
2008-06-16 09:00:00,14165,14400,14125,14370,303883
2008-06-17 09:00:00,14400,14490,14310,14490,296375
2008-06-18 09:00:00,14355,14495,14335,14420,271879
2008-06-19 09:00:00,14305,14310,14070,14145,368769
2008-06-20 09:00:00,14185,14220,13910,13970,376112
2008-06-23 09:00:00,13745,13940,13670,13845,348748
2008-06-24 09:00:00,13770,13910,13745,13755,292964
2008-06-25 09:00:00,13795,13980,13650,13980,401197
2008-06-26 09:00:00,13885,13980,13755,13780,332800
2008-06-27 09:00:00,13500,13600,13435,13490,352499
2008-06-30 09:00:00,13590,13625,13375,13390,335867
2008-07-01 09:00:00,13510,13600,13265,13320,405647
2008-07-02 09:00:00,13500,13510,13250,13410,449577
2008-07-03 09:00:00,13185,13360,13130,13245,480027
2008-07-04 09:00:00,13280,13310,13145,13280,369609
2008-07-07 09:00:00,13220,13425,13180,13375,358579
2008-07-08 09:00:00,13305,13315,12915,12990,458465
2008-07-09 09:00:00,13240,13310,13045,13160,412643
2008-07-10 09:00:00,12950,13160,12925,13095,390104
2008-07-11 09:00:00,13055,13190,12920,13015,474047
2008-07-14 09:00:00,13015,13200,12970,13020,445318
2008-07-15 09:00:00,12910,12910,12650,12660,403485
2008-07-16 09:00:00,12725,12840,12660,12670,385377
2008-07-17 09:00:00,12915,12980,12860,12960,280153
2008-07-18 09:00:00,13010,13030,12770,12925,333062
2008-07-22 09:00:00,13030,13225,12960,13155,300259
2008-07-23 09:00:00,13280,13440,13245,13425,335095
2008-07-24 09:00:00,13435,13660,13420,13590,353827
