datetime,open,high,low,close,volume
2006-09-12 13:00:00,15780,15790,15640,15650,19948
2006-09-13 09:00:00,15890,15925,15745,15760,21751
2006-09-13 13:00:00,15765,15820,15680,15740,17150
2006-09-14 09:00:00,15795,15970,15755,15870,27565
2006-09-14 13:00:00,15870,15920,15835,15905,14277
2006-09-15 09:00:00,15825,15870,15720,15750,21258
2006-09-15 13:00:00,15750,15865,15730,15855,15448
2006-09-19 09:00:00,15905,16065,15900,15940,25235
2006-09-19 13:00:00,15940,15985,15800,15830,17272
2006-09-20 09:00:00,15700,15720,15570,15620,29316
2006-09-20 13:00:00,15615,15700,15590,15660,17117
2006-09-21 09:00:00,15790,15795,15630,15710,24762
2006-09-21 13:00:00,15715,15825,15700,15785,18977
2006-09-22 09:00:00,15640,15700,15560,15590,28062
2006-09-22 13:00:00,15600,15645,15530,15565,18180
2006-09-25 09:00:00,15490,15560,15465,15525,20001
2006-09-25 13:00:00,15530,15650,15530,15590,18900
2006-09-26 09:00:00,15610,15685,15600,15605,21851
2006-09-26 13:00:00,15605,15605,15530,15585,15547
2006-09-27 09:00:00,15700,15875,15695,15825,30742
2006-09-27 13:00:00,15825,15955,15815,15950,19329
2006-09-28 09:00:00,15990,16060,15920,16000,24194
2006-09-28 13:00:00,16000,16055,15950,16055,15781
2006-09-29 09:00:00,16105,16140,16020,16050,20769
2006-09-29 13:00:00,16055,16115,16045,16105,13107
2006-10-02 09:00:00,16180,16330,16165,16315,31938
2006-10-02 13:00:00,16310,16350,16275,16295,23709
2006-10-03 09:00:00,16210,16260,16165,16240,28071
2006-10-03 13:00:00,16250,16280,16220,16255,16545
2006-10-04 09:00:00,16310,16385,16180,16200,45211
2006-10-04 13:00:00,16205,16220,16040,16110,39615
2006-10-05 09:00:00,16375,16385,16310,16365,34150
2006-10-05 13:00:00,16365,16510,16365,16470,35839
2006-10-06 09:00:00,16460,16480,16380,16410,35610
2006-10-06 13:00:00,16405,16475,16390,16475,29919
2006-10-10 09:00:00,16340,16605,16335,16585,50349
2006-10-10 13:00:00,16590,16640,16440,16510,38347
2006-10-11 09:00:00,16535,16625,16455,16480,54201
2006-10-11 13:00:00,16480,16530,16420,16425,33603
2006-10-12 09:00:00,16415,16530,16360,16445,44718
2006-10-12 13:00:00,16440,16460,16365,16365,31971
2006-10-13 09:00:00,16540,16600,16515,16560,43590
2006-10-13 13:00:00,16565,16615,16535,16570,27695
2006-10-16 09:00:00,16685,16735,16665,16715,34707
2006-10-16 13:00:00,16715,16740,16700,16715,20210
2006-10-17 09:00:00,16705,16710,16575,16605,42175
2006-10-17 13:00:00,16610,16660,16595,16630,27971
2006-10-18 09:00:00,16540,16580,16480,16520,52113
2006-10-18 13:00:00,16520,16700,16505,16690,39412
2006-10-19 09:00:00,16695,16700,16600,16625,38992
2006-10-19 13:00:00,16625,16635,16505,16525,36874
2006-10-20 09:00:00,16585,16655,16570,16615,42642
2006-10-20 13:00:00,16615,16675,16615,16630,24033
2006-10-23 09:00:00,16635,16800,16615,16760,54160
2006-10-23 13:00:00,16760,16820,16745,16775,27158
2006-10-24 09:00:00,16865,16920,16825,16840,48840
2006-10-24 13:00:00,16835,16880,16765,16800,31153
2006-10-25 09:00:00,16865,16870,16770,16795,36368
2006-10-25 13:00:00,16795,16820,16710,16710,28303
2006-10-26 09:00:00,16815,16860,16790,16850,40697
2006-10-26 13:00:00,16855,16880,16800,16835,27050
2006-10-27 09:00:00,16875,16905,16675,16710,58324
2006-10-27 13:00:00,16710,16750,16650,16695,34376
2006-10-30 09:00:00,16560,16560,16415,16425,42820
2006-10-30 13:00:00,16425,16440,16340,16385,24843
2006-10-31 09:00:00,16400,16495,16320,16460,46739
2006-10-31 13:00:00,16465,16480,16355,16355,25032
2006-11-01 09:00:00,16320,16420,16245,16405,46070
2006-11-01 13:00:00,16400,16460,16375,16395,26906
2006-11-02 09:00:00,16260,16330,16215,16265,43870
2006-11-02 13:00:00,16260,16360,16230,16360,31709
2006-11-06 09:00:00,16280,16320,16210,16305,33202
2006-11-06 13:00:00,16305,16410,16305,16385,27086
2006-11-07 09:00:00,16525,16545,16435,16455,33847
2006-11-07 13:00:00,16460,16470,16390,16430,22036
2006-11-08 09:00:00,16405,16440,16205,16230,48201
2006-11-08 13:00:00,16235,16280,16210,16225,29164
2006-11-09 09:00:00,16230,16300,16160,16210,43880
2006-11-09 13:00:00,16210,16245,16110,16245,30289
2006-11-10 09:00:00,16190,16225,16120,16190,38159
2006-11-10 13:00:00,16190,16295,16085,16085,41496
2006-11-13 09:00:00,16020,16060,15920,15990,44162
2006-11-13 13:00:00,15990,16080,15980,16005,28400
2006-11-14 09:00:00,16210,16330,16205,16285,43875
2006-11-14 13:00:00,16285,16310,16250,16305,22898
2006-11-15 09:00:00,16340,16390,16280,16295,39251
2006-11-15 13:00:00,16290,16330,16255,16280,23272
2006-11-16 09:00:00,16300,16380,16285,16300,32607
2006-11-16 13:00:00,16310,16325,16145,16175,28313
2006-11-17 09:00:00,16200,16250,16090,16225,44499
2006-11-17 13:00:00,16230,16240,16065,16075,33339
2006-11-20 09:00:00,16005,16040,15805,15810,51118
2006-11-20 13:00:00,15815,15885,15705,15705,30896
2006-11-21 09:00:00,15765,15830,15745,15750,40145
2006-11-21 13:00:00,15750,15785,15695,15695,27102
2006-11-22 09:00:00,15705,15835,15680,15820,37762
2006-11-22 13:00:00,15820,15905,15790,15865,26010
2006-11-24 09:00:00,15775,15785,15630,15725,42873
2006-11-24 13:00:00,15725,15760,15670,15730,29009
2006-11-27 09:00:00,15615,15855,15605,15835,43474
2006-11-27 13:00:00,15835,15910,15820,15885,27434
2006-11-28 09:00:00,15700,15760,15650,15745,45414
2006-11-28 13:00:00,15740,15865,15740,15855,30413
2006-11-29 09:00:00,15960,16095,15955,16080,42728
2006-11-29 13:00:00,16075,16130,16045,16095,31736
2006-11-30 09:00:00,16170,16240,16150,16165,42523
2006-11-30 13:00:00,16170,16310,16160,16310,32373
2006-12-01 09:00:00,16310,16380,16240,16315,45483
2006-12-01 13:00:00,16310,16360,16300,16340,24606
2006-12-04 09:00:00,16250,16320,16185,16265,46484
2006-12-04 13:00:00,16270,16360,16235,16235,34894
2006-12-05 09:00:00,16355,16400,16315,16350,41018
2006-12-05 13:00:00,16355,16380,16230,16290,32530
2006-12-06 09:00:00,16305,16335,16245,16275,42716
2006-12-06 13:00:00,16280,16400,16270,16400,33235
2006-12-07 09:00:00,16480,16525,16410,16495,30546
2006-12-07 13:00:00,16490,16550,16460,16485,20713
2006-12-08 09:00:00,16525,16525,16400,16425,44695
2006-12-08 13:00:00,16425,16510,16360,16385,34403
2006-12-11 09:00:00,16480,16605,16480,16585,49015
2006-12-11 13:00:00,16580,16620,16545,16580,28514
2006-12-12 09:00:00,16630,16700,16620,16650,51709
2006-12-12 13:00:00,16650,16670,16590,16670,40392
2006-12-13 09:00:00,16630,16670,16610,16625,36109
2006-12-13 13:00:00,16625,16700,16590,16695,30292
2006-12-14 09:00:00,16720,16790,16720,16770,35330
2006-12-14 13:00:00,16770,16850,16765,16850,25694
2006-12-15 09:00:00,16960,16975,16875,16905,45832
2006-12-15 13:00:00,16910,16950,16870,16920,30409
2006-12-18 09:00:00,16970,17005,16940,16990,33273
2006-12-18 13:00:00,16990,17005,16955,16965,22752
2006-12-19 09:00:00,16880,16965,16870,16930,40546
2006-12-19 13:00:00,16930,16930,16760,16810,50506
2006-12-20 09:00:00,16835,17025,16835,17015,54070
2006-12-20 13:00:00,17010,17065,16990,17005,42369
2006-12-21 09:00:00,17050,17120,17015,17045,58414
2006-12-21 13:00:00,17045,17085,17020,17060,35853
2006-12-22 09:00:00,17050,17075,17010,17035,38234
2006-12-22 13:00:00,17035,17115,17025,17110,32198
2006-12-25 09:00:00,17145,17145,17080,17110,38881
2006-12-25 13:00:00,17110,17120,17070,17085,27449
2006-12-26 09:00:00,17095,17120,17080,17090,22555
2006-12-26 13:00:00,17095,17215,17090,17190,38890
2006-12-27 09:00:00,17240,17280,17230,17250,36586
2006-12-27 13:00:00,17250,17275,17235,17265,20586
2006-12-28 09:00:00,17310,17315,17180,17250,48605
2006-12-28 13:00:00,17250,17285,17220,17245,33439
2006-12-29 09:00:00,17270,17300,17240,17265,31858
2007-01-04 09:00:00,17345,17390,17330,17360,33664
2007-01-05 09:00:00,17325,17335,17025,17130,71366
2007-01-05 13:00:00,17125,17130,17015,17080,32992
2007-01-09 09:00:00,16995,17230,16995,17215,71207
2007-01-09 13:00:00,17215,17290,17210,17260,46425
2007-01-10 09:00:00,17230,17235,16940,16945,93693
2007-01-10 13:00:00,16940,16960,16860,16950,53634
2007-01-11 09:00:00,16975,17080,16910,16960,78716
2007-01-11 13:00:00,16960,16960,16770,16870,67095
2007-01-12 09:00:00,16995,17180,16945,17110,78457
2007-01-12 13:00:00,17110,17180,17060,17085,43336
2007-01-15 09:00:00,17150,17290,17150,17255,55002
2007-01-15 13:00:00,17255,17285,17230,17255,27904
2007-01-16 09:00:00,17225,17310,17215,17275,48759
2007-01-16 13:00:00,17270,17280,17190,17235,36093
2007-01-17 09:00:00,17155,17280,17010,17265,84300
2007-01-17 13:00:00,17270,17365,17260,17270,68578
2007-01-18 09:00:00,17240,17430,17225,17365,89165
2007-01-18 13:00:00,17365,17415,17280,17385,56559
2007-01-19 09:00:00,17350,17360,17250,17335,68400
2007-01-19 13:00:00,17330,17400,17310,17335,51767
2007-01-22 09:00:00,17460,17495,17415,17485,46053
2007-01-22 13:00:00,17485,17490,17425,17430,25954
2007-01-23 09:00:00,17360,17435,17335,17395,65256
2007-01-23 13:00:00,17395,17450,17365,17435,42117
2007-01-24 09:00:00,17515,17570,17515,17540,54111
2007-01-24 13:00:00,17540,17570,17515,17535,29901
2007-01-25 09:00:00,17630,17640,17525,17545,60107
2007-01-25 13:00:00,17540,17550,17435,17485,55478
2007-01-26 09:00:00,17400,17430,17310,17360,75922
2007-01-26 13:00:00,17365,17430,17315,17385,45041
2007-01-29 09:00:00,17385,17505,17325,17485,66868
2007-01-29 13:00:00,17485,17495,17415,17495,39663
2007-01-30 09:00:00,17525,17565,17505,17560,52100
2007-01-30 13:00:00,17560,17565,17460,17515,44374
2007-01-31 09:00:00,17490,17515,17295,17305,73319
2007-01-31 13:00:00,17310,17400,17265,17395,54877
2007-02-01 09:00:00,17375,17540,17360,17480,75273
2007-02-01 13:00:00,17480,17565,17460,17565,43116
2007-02-02 09:00:00,17580,17655,17580,17595,59951
2007-02-02 13:00:00,17595,17640,17540,17590,46165
2007-02-05 09:00:00,17535,17545,17360,17370,95995
2007-02-05 13:00:00,17375,17375,17300,17345,48378
2007-02-06 09:00:00,17410,17445,17350,17375,62822
2007-02-06 13:00:00,17375,17435,17365,17415,34412
2007-02-07 09:00:00,17355,17380,17215,17245,76813
2007-02-07 13:00:00,17240,17310,17190,17310,55498
2007-02-08 09:00:00,17380,17405,17305,17320,66782
2007-02-08 13:00:00,17320,17325,17220,17290,56894
2007-02-09 09:00:00,17335,17520,17295,17520,72637
2007-02-09 13:00:00,17520,17550,17495,17525,51890
2007-02-13 09:00:00,17460,17640,17450,17575,80284
2007-02-13 13:00:00,17580,17630,17540,17605,50186
2007-02-14 09:00:00,17650,17785,17650,17780,68912
2007-02-14 13:00:00,17780,17795,17745,17780,42205
2007-02-15 09:00:00,17940,17945,17820,17905,77355
2007-02-15 13:00:00,17900,17915,17855,17890,40661
2007-02-16 09:00:00,17815,17885,17790,17825,63686
2007-02-16 13:00:00,17830,17895,17820,17865,39732
2007-02-19 09:00:00,17835,17985,17810,17960,66013
2007-02-19 13:00:00,17960,17975,17905,17920,22713
2007-02-20 09:00:00,17910,17925,17825,17905,64823
2007-02-20 13:00:00,17900,17955,17890,17955,39631
2007-02-21 09:00:00,17895,17975,17860,17870,71291
2007-02-21 13:00:00,17870,17960,17850,17930,63569
2007-02-22 09:00:00,18040,18115,18035,18100,77366
2007-02-22 13:00:00,18105,18140,18065,18105,40619
2007-02-23 09:00:00,18115,18155,18055,18120,69656
2007-02-23 13:00:00,18120,18240,18120,18215,64548
2007-02-26 09:00:00,18265,18315,18190,18190,66052
2007-02-26 13:00:00,18190,18230,18150,18215,59037
2007-02-27 09:00:00,18240,18275,18110,18155,86222
2007-02-27 13:00:00,18155,18160,18070,18110,54645
2007-02-28 09:00:00,17410,17585,17340,17515,133732
2007-02-28 13:00:00,17520,17585,17490,17545,67782
2007-03-01 09:00:00,17485,17560,17260,17310,112522
2007-03-01 13:00:00,17310,17445,17280,17395,68439
2007-03-02 09:00:00,17345,17370,17160,17315,122609
2007-03-02 13:00:00,17315,17320,17165,17165,64801
2007-03-05 09:00:00,16840,16945,16785,16830,95588
2007-03-05 13:00:00,16830,16835,16520,16625,92931
2007-03-06 09:00:00,16660,16880,16635,16830,103686
2007-03-06 13:00:00,16825,16875,16780,16825,51199
2007-03-07 09:00:00,17005,17010,16755,16890,92589
2007-03-07 13:00:00,16895,16925,16725,16775,72310
2007-03-08 09:00:00,16695,16970,16670,16930,61955
2007-03-08 13:00:00,16935,17090,16875,17085,39852
2007-03-09 09:00:00,17085,17195,17035,17100,98678
2007-03-09 13:00:00,17100,17175,17075,17120,60708
2007-03-12 09:00:00,17260,17275,17165,17170,72818
2007-03-12 13:00:00,17175,17275,17140,17275,51002
2007-03-13 09:00:00,17205,17245,17125,17150,76109
2007-03-13 13:00:00,17150,17210,17090,17125,56512
2007-03-14 09:00:00,16700,16775,16590,16660,119268
2007-03-14 13:00:00,16660,16670,16550,16550,68226
2007-03-15 09:00:00,16740,16870,16695,16855,83530
2007-03-15 13:00:00,16855,16885,16780,16810,53820
2007-03-16 09:00:00,16720,16775,16580,16735,91845
2007-03-16 13:00:00,16740,16875,16660,16695,74574
2007-03-19 09:00:00,16650,16930,16630,16925,101803
2007-03-19 13:00:00,16925,16995,16860,16995,53810
2007-03-20 09:00:00,17120,17215,17075,17095,90460
2007-03-20 13:00:00,17095,17165,17080,17155,39916
2007-03-22 09:00:00,17400,17425,17360,17395,52116
2007-03-22 13:00:00,17390,17430,17330,17380,34699
2007-03-23 09:00:00,17460,17490,17340,17435,71385
2007-03-23 13:00:00,17430,17450,17365,17435,49062
2007-03-26 09:00:00,17465,17485,17360,17455,58869
2007-03-26 13:00:00,17455,17475,17405,17470,39790
2007-03-27 09:00:00,17390,17545,17380,17465,73854
2007-03-27 13:00:00,17465,17470,17335,17430,71670
2007-03-28 09:00:00,17395,17470,17265,17290,91864
2007-03-28 13:00:00,17290,17295,17160,17245,90730
2007-03-29 09:00:00,17155,17345,17060,17330,95113
2007-03-29 13:00:00,17335,17380,17250,17275,77082
2007-03-30 09:00:00,17315,17415,17285,17335,77128
2007-03-30 13:00:00,17335,17375,17300,17325,43895
2007-04-02 09:00:00,17380,17460,17315,17325,78161
2007-04-02 13:00:00,17325,17340,17015,17025,100751
2007-04-03 09:00:00,17180,17205,17120,17170,69082
2007-04-03 13:00:00,17175,17310,17165,17270,65209
2007-04-04 09:00:00,17425,17580,17420,17555,98652
2007-04-04 13:00:00,17555,17610,17535,17580,48076
2007-04-05 09:00:00,17520,17555,17450,17485,82238
2007-04-05 13:00:00,17485,17540,17485,17530,41506
2007-04-06 09:00:00,17535,17585,17450,17520,65072
2007-04-06 13:00:00,17525,17535,17485,17525,25667
2007-04-09 09:00:00,17640,17775,17635,17715,86470
2007-04-09 13:00:00,17720,17770,17710,17765,33639
2007-04-10 09:00:00,17660,17740,17635,17695,67679
2007-04-10 13:00:00,17700,17710,17650,17690,37926
2007-04-11 09:00:00,17695,17745,17650,17665,60751
2007-04-11 13:00:00,17665,17710,17645,17705,34194
2007-04-12 09:00:00,17620,17630,17465,17535,100958
2007-04-12 13:00:00,17535,17570,17495,17520,48599
2007-04-13 09:00:00,17675,17685,17420,17430,91210
2007-04-13 13:00:00,17430,17465,17340,17395,79881
2007-04-16 09:00:00,17565,17725,17535,17655,94529
2007-04-16 13:00:00,17655,17720,17640,17640,46148
2007-04-17 09:00:00,17795,17810,17535,17550,103533
2007-04-17 13:00:00,17545,17615,17470,17615,76218
2007-04-18 09:00:00,17605,17730,17545,17630,107738
2007-04-18 13:00:00,17630,17715,17625,17660,55429
2007-04-19 09:00:00,17520,17540,17270,17300,131656
2007-04-19 13:00:00,17300,17415,17235,17385,90855
2007-04-20 09:00:00,17500,17525,17420,17465,97522
2007-04-20 13:00:00,17460,17485,17430,17435,35483
2007-04-23 09:00:00,17610,17680,17530,17530,76155
2007-04-23 13:00:00,17535,17535,17425,17500,87375
2007-04-24 09:00:00,17385,17465,17320,17455,102919
2007-04-24 13:00:00,17460,17525,17435,17440,64155
2007-04-25 09:00:00,17380,17390,17245,17320,104241
2007-04-25 13:00:00,17320,17330,17250,17265,48072
2007-04-26 09:00:00,17385,17520,17335,17505,99176
2007-04-26 13:00:00,17500,17515,17440,17465,43176
2007-04-27 09:00:00,17365,17565,17320,17355,130809
2007-04-27 13:00:00,17355,17400,17305,17400,74224
2007-05-01 09:00:00,17420,17430,17210,17295,117127
2007-05-01 13:00:00,17300,17310,17260,17270,41624
2007-05-02 09:00:00,17330,17455,17235,17450,91536
2007-05-02 13:00:00,17450,17460,17400,17445,53276
2007-05-07 09:00:00,17620,17730,17615,17725,77900
2007-05-07 13:00:00,17720,17730,17680,17700,41811
2007-05-08 09:00:00,17635,17725,17600,17660,81774
2007-05-08 13:00:00,17665,17690,17630,17665,47164
2007-05-09 09:00:00,17630,17715,17620,17715,67411
2007-05-09 13:00:00,17715,17765,17700,17760,62140
2007-05-10 09:00:00,17810,17845,17725,17780,89037
2007-05-10 13:00:00,17775,17795,17740,17775,42111
2007-05-11 09:00:00,17595,17615,17460,17495,104133
2007-05-11 13:00:00,17495,17570,17485,17545,51182
2007-05-14 09:00:00,17725,17790,17700,17760,72903
2007-05-14 13:00:00,17765,17780,17680,17700,49912
2007-05-15 09:00:00,17575,17620,17510,17580,89149
2007-05-15 13:00:00,17585,17590,17500,17540,53601
2007-05-16 09:00:00,17505,17540,17440,17470,73092
2007-05-16 13:00:00,17465,17565,17465,17555,51040
2007-05-17 09:00:00,17605,17670,17570,17570,82481
2007-05-17 13:00:00,17575,17585,17485,17530,68009
2007-05-18 09:00:00,17580,17580,17385,17390,102330
2007-05-18 13:00:00,17385,17415,17330,17400,80820
2007-05-21 09:00:00,17470,17570,17410,17550,113003
2007-05-21 13:00:00,17550,17610,17540,17570,64904
2007-05-22 09:00:00,17565,17680,17555,17605,98648
2007-05-22 13:00:00,17605,17740,17565,17705,85663
2007-05-23 09:00:00,17745,17815,17710,17760,94536
2007-05-23 13:00:00,17760,17795,17700,17725,63437
2007-05-24 09:00:00,17695,17720,17615,17675,94445
2007-05-24 13:00:00,17675,17770,17665,17665,76441
2007-05-25 09:00:00,17525,17530,17375,17435,117523
2007-05-25 13:00:00,17435,17485,17415,17455,47917
2007-05-28 09:00:00,17555,17635,17545,17595,89982
2007-05-28 13:00:00,17600,17610,17560,17605,50588
2007-05-29 09:00:00,17540,17695,17525,17670,98677
2007-05-29 13:00:00,17665,17700,17640,17685,42464
2007-05-30 09:00:00,17650,17730,17510,17525,129359
2007-05-30 13:00:00,17525,17600,17485,17600,80233
2007-05-31 09:00:00,17740,17890,17705,17845,137570
2007-05-31 13:00:00,17845,17885,17815,17875,60327
2007-06-01 09:00:00,17960,18020,17935,18000,80563
2007-06-01 13:00:00,17995,18025,17935,17965,56144
2007-06-04 09:00:00,18080,18080,17985,18015,62520
2007-06-04 13:00:00,18020,18040,17980,18015,42380
2007-06-05 09:00:00,18010,18080,17955,18040,91220
2007-06-05 13:00:00,18040,18065,18005,18065,44313
2007-06-06 09:00:00,18000,18070,17990,18050,65402
2007-06-06 13:00:00,18050,18070,18015,18045,38277
2007-06-07 09:00:00,17860,17990,17850,17985,65091
2007-06-07 13:00:00,17985,18075,17965,18075,37730
2007-06-08 09:00:00,17900,17900,17725,17790,133608
2007-06-08 13:00:00,17790,17830,17760,17795,52595
2007-06-11 09:00:00,17940,17950,17825,17835,94122
2007-06-11 13:00:00,17830,17885,17830,17830,49861
2007-06-12 09:00:00,17850,17890,17760,17795,98408
2007-06-12 13:00:00,17795,17810,17775,17805,42967
2007-06-13 09:00:00,17650,17720,17610,17700,106214
2007-06-13 13:00:00,17705,17800,17690,17735,73984
2007-06-14 09:00:00,17860,17900,17850,17865,72750
2007-06-14 13:00:00,17865,17895,17835,17895,46422
2007-06-15 09:00:00,17970,18020,17960,18015,56786
2007-06-15 13:00:00,18015,18030,17995,18025,60503
2007-06-18 09:00:00,18160,18210,18135,18185,88068
2007-06-18 13:00:00,18180,18220,18180,18200,65505
2007-06-19 09:00:00,18170,18180,18125,18160,68808
2007-06-19 13:00:00,18160,18180,18150,18180,35173
2007-06-20 09:00:00,18200,18325,18165,18290,111157
2007-06-20 13:00:00,18290,18310,18225,18235,63050
2007-06-21 09:00:00,18120,18295,18115,18285,112825
2007-06-21 13:00:00,18285,18310,18250,18260,65759
2007-06-22 09:00:00,18190,18225,18125,18155,116786
2007-06-22 13:00:00,18150,18220,18110,18215,79693
2007-06-25 09:00:00,18130,18185,18100,18180,103028
2007-06-25 13:00:00,18175,18220,18080,18080,96512
2007-06-26 09:00:00,18130,18135,18040,18105,116017
2007-06-26 13:00:00,18105,18120,18050,18095,66901
2007-06-27 09:00:00,18005,18010,17870,17880,133272
2007-06-27 13:00:00,17885,17920,17855,17855,74176
2007-06-28 09:00:00,17920,17985,17915,17945,101471
2007-06-28 13:00:00,17945,17985,17935,17975,46948
2007-06-29 09:00:00,18025,18130,18000,18120,119160
2007-06-29 13:00:00,18120,18170,18115,18150,78315
2007-07-02 09:00:00,18145,18165,18080,18135,88113
2007-07-02 13:00:00,18140,18190,18130,18185,55324
2007-07-03 09:00:00,18220,18255,18170,18175,78491
2007-07-03 13:00:00,18170,18220,18170,18215,54785
2007-07-04 09:00:00,18190,18230,18165,18190,84490
2007-07-04 13:00:00,18190,18200,18170,18195,35931
2007-07-05 09:00:00,18215,18315,18215,18280,117877
2007-07-05 13:00:00,18280,18290,18235,18250,44996
2007-07-06 09:00:00,18215,18220,18105,18135,121010
2007-07-06 13:00:00,18135,18160,18120,18140,47747
2007-07-09 09:00:00,18240,18295,18235,18295,99803
2007-07-09 13:00:00,18295,18300,18250,18275,55790
2007-07-10 09:00:00,18260,18280,18225,18270,82196
2007-07-10 13:00:00,18270,18270,18250,18265,32025
2007-07-11 09:00:00,18115,18130,18055,18095,131728
2007-07-11 13:00:00,18095,18110,18065,18065,51191
2007-07-12 09:00:00,18125,18150,18110,18130,82755
2007-07-12 13:00:00,18125,18140,17935,17990,122489
2007-07-13 09:00:00,18195,18300,18180,18250,159742
2007-07-13 13:00:00,18255,18280,18240,18275,54158
2007-07-17 09:00:00,18260,18275,18190,18240,106774
2007-07-17 13:00:00,18235,18245,18215,18215,48691
2007-07-18 09:00:00,18155,18160,17970,18030,170895
2007-07-18 13:00:00,18030,18045,17990,18035,67024
2007-07-19 09:00:00,18120,18150,18050,18065,107696
2007-07-19 13:00:00,18070,18140,18060,18130,73465
2007-07-20 09:00:00,18175,18240,18150,18190,115666
2007-07-20 13:00:00,18190,18190,18150,18185,57134
